$Temperature file for segment 11
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   337.700,    8.04,          -99.00,
   337.802,    8.02,          -99.00,
   337.900,    8.01,          -99.00,
   338.000,    7.99,          -99.00,
   338.100,    7.98,          -99.00,
   338.200,    7.97,          -99.00,
   338.301,    7.95,          -99.00,
   338.400,    7.94,          -99.00,
   338.504,    7.94,          -99.00,
   338.600,    7.94,          -99.00,
   338.700,    7.93,          -99.00,
   338.802,    7.92,          -99.00,
   338.900,    7.91,          -99.00,
   339.000,    7.90,          -99.00,
   339.100,    7.89,          -99.00,
   339.200,    7.88,          -99.00,
   339.300,    7.87,          -99.00,
   339.400,    7.86,          -99.00,
   339.509,    7.86,          -99.00,
   339.600,    7.87,          -99.00,
   339.700,    7.87,          -99.00,
   339.800,    7.86,          -99.00,
   339.906,    7.85,          -99.00,
   340.000,    7.84,          -99.00,
   340.100,    7.82,          -99.00,
   340.200,    7.81,          -99.00,
   340.300,    7.80,          -99.00,
   340.400,    7.78,          -99.00,
   340.510,    7.78,          -99.00,
   340.600,    7.78,          -99.00,
   340.700,    7.78,          -99.00,
   340.802,    7.77,          -99.00,
   340.906,    7.75,          -99.00,
   341.004,    7.74,          -99.00,
   341.100,    7.72,          -99.00,
   341.200,    7.70,          -99.00,
   341.302,    7.69,          -99.00,
   341.400,    7.68,          -99.00,
   341.505,    7.68,          -99.00,
   341.600,    7.69,          -99.00,
   341.700,    7.68,          -99.00,
   341.801,    7.67,          -99.00,
   341.904,    7.65,          -99.00,
   342.000,    7.63,          -99.00,
   342.100,    7.62,          -99.00,
   342.200,    7.60,          -99.00,
   342.301,    7.58,          -99.00,
   342.404,    7.56,          -99.00,
   342.504,    7.56,          -99.00,
   342.600,    7.56,          -99.00,
   342.700,    7.56,          -99.00,
   342.801,    7.54,          -99.00,
   342.905,    7.53,          -99.00,
   343.004,    7.51,          -99.00,
   343.100,    7.50,          -99.00,
   343.200,    7.48,          -99.00,
   343.301,    7.46,          -99.00,
   343.406,    7.45,          -99.00,
   343.504,    7.44,          -99.00,
   343.600,    7.44,          -99.00,
   343.700,    7.43,          -99.00,
   343.802,    7.42,          -99.00,
   343.906,    7.41,          -99.00,
   344.010,    7.40,          -99.00,
   344.100,    7.39,          -99.00,
   344.200,    7.38,          -99.00,
   344.300,    7.37,          -99.00,
   344.405,    7.36,          -99.00,
   344.506,    7.34,          -99.00,
   344.600,    7.33,          -99.00,
   344.700,    7.31,          -99.00,
   344.802,    7.31,          -99.00,
   344.900,    7.30,          -99.00,
   345.000,    7.29,          -99.00,
   345.100,    7.28,          -99.00,
   345.200,    7.27,          -99.00,
   345.302,    7.26,          -99.00,
   345.400,    7.25,          -99.00,
   345.503,    7.23,          -99.00,
   345.600,    7.22,          -99.00,
   345.700,    7.21,          -99.00,
   345.802,    7.20,          -99.00,
   345.905,    7.19,          -99.00,
   346.006,    7.18,          -99.00,
   346.100,    7.17,          -99.00,
   346.200,    7.16,          -99.00,
   346.302,    7.15,          -99.00,
   346.406,    7.14,          -99.00,
   346.506,    7.14,          -99.00,
   346.600,    7.13,          -99.00,
   346.700,    7.13,          -99.00,
   346.802,    7.12,          -99.00,
   346.900,    7.11,          -99.00,
   347.007,    7.10,          -99.00,
   347.100,    7.09,          -99.00,
   347.200,    7.08,          -99.00,
   347.302,    7.07,          -99.00,
   347.404,    7.06,          -99.00,
   347.506,    7.06,          -99.00,
   347.600,    7.06,          -99.00,
   347.700,    7.05,          -99.00,
   347.802,    7.04,          -99.00,
   347.906,    7.04,          -99.00,
   348.010,    7.03,          -99.00,
   348.100,    7.02,          -99.00,
   348.200,    7.01,          -99.00,
   348.302,    7.00,          -99.00,
   348.400,    6.99,          -99.00,
   348.505,    6.99,          -99.00,
   348.600,    6.98,          -99.00,
   348.700,    6.96,          -99.00,
   348.802,    6.94,          -99.00,
   348.906,    6.92,          -99.00,
   349.000,    6.91,          -99.00,
   349.100,    6.89,          -99.00,
   349.200,    6.87,          -99.00,
   349.301,    6.86,          -99.00,
   349.402,    6.85,          -99.00,
   349.500,    6.83,          -99.00,
   349.600,    6.82,          -99.00,
   349.700,    6.81,          -99.00,
   349.802,    6.80,          -99.00,
   349.904,    6.79,          -99.00,
   350.000,    6.77,          -99.00,
   350.100,    6.76,          -99.00,
   350.200,    6.75,          -99.00,
   350.302,    6.73,          -99.00,
   350.400,    6.72,          -99.00,
   350.505,    6.71,          -99.00,
   350.600,    6.70,          -99.00,
   350.700,    6.69,          -99.00,
   350.800,    6.68,          -99.00,
   350.900,    6.66,          -99.00,
   351.000,    6.65,          -99.00,
   351.100,    6.63,          -99.00,
   351.200,    6.62,          -99.00,
   351.301,    6.60,          -99.00,
   351.406,    6.59,          -99.00,
   351.504,    6.58,          -99.00,
   351.600,    6.57,          -99.00,
   351.700,    6.56,          -99.00,
   351.801,    6.55,          -99.00,
   351.902,    6.54,          -99.00,
   352.002,    6.52,          -99.00,
   352.100,    6.51,          -99.00,
   352.200,    6.50,          -99.00,
   352.302,    6.49,          -99.00,
   352.406,    6.47,          -99.00,
   352.507,    6.47,          -99.00,
   352.600,    6.46,          -99.00,
   352.700,    6.46,          -99.00,
   352.802,    6.45,          -99.00,
   352.902,    6.43,          -99.00,
   353.000,    6.42,          -99.00,
   353.100,    6.41,          -99.00,
   353.200,    6.40,          -99.00,
   353.302,    6.39,          -99.00,
   353.406,    6.38,          -99.00,
   353.500,    6.38,          -99.00,
   353.600,    6.37,          -99.00,
   353.700,    6.36,          -99.00,
   353.802,    6.35,          -99.00,
   353.900,    6.34,          -99.00,
   354.004,    6.33,          -99.00,
   354.100,    6.32,          -99.00,
   354.200,    6.31,          -99.00,
   354.302,    6.30,          -99.00,
   354.403,    6.29,          -99.00,
   354.503,    6.29,          -99.00,
   354.600,    6.29,          -99.00,
   354.700,    6.28,          -99.00,
   354.801,    6.27,          -99.00,
   354.900,    6.26,          -99.00,
   355.000,    6.25,          -99.00,
   355.100,    6.24,          -99.00,
   355.200,    6.23,          -99.00,
   355.302,    6.22,          -99.00,
   355.402,    6.21,          -99.00,
   355.503,    6.20,          -99.00,
   355.600,    6.20,          -99.00,
   355.700,    6.19,          -99.00,
   355.802,    6.18,          -99.00,
   355.900,    6.17,          -99.00,
   356.000,    6.16,          -99.00,
   356.100,    6.15,          -99.00,
   356.200,    6.14,          -99.00,
   356.301,    6.13,          -99.00,
   356.403,    6.12,          -99.00,
   356.503,    6.12,          -99.00,
   356.600,    6.11,          -99.00,
   356.700,    6.10,          -99.00,
   356.801,    6.10,          -99.00,
   356.903,    6.09,          -99.00,
   357.000,    6.08,          -99.00,
   357.100,    6.07,          -99.00,
   357.200,    6.06,          -99.00,
   357.302,    6.04,          -99.00,
   357.403,    6.03,          -99.00,
   357.504,    6.04,          -99.00,
   357.600,    6.04,          -99.00,
   357.700,    6.04,          -99.00,
   357.802,    6.03,          -99.00,
   357.904,    6.02,          -99.00,
   358.004,    6.00,          -99.00,
   358.100,    5.99,          -99.00,
   358.200,    5.98,          -99.00,
   358.300,    5.96,          -99.00,
   358.400,    5.95,          -99.00,
   358.500,    5.94,          -99.00,
   358.600,    5.93,          -99.00,
   358.700,    5.92,          -99.00,
   358.801,    5.91,          -99.00,
   358.904,    5.90,          -99.00,
   359.000,    5.89,          -99.00,
   359.100,    5.87,          -99.00,
   359.200,    5.86,          -99.00,
   359.301,    5.85,          -99.00,
   359.400,    5.84,          -99.00,
   359.500,    5.84,          -99.00,
   359.600,    5.83,          -99.00,
   359.700,    5.83,          -99.00,
   359.802,    5.82,          -99.00,
   359.905,    5.80,          -99.00,
   360.000,    5.79,          -99.00,
   360.100,    5.78,          -99.00,
   360.200,    5.77,          -99.00,
   360.302,    5.76,          -99.00,
   360.400,    5.75,          -99.00,
   360.500,    5.74,          -99.00,
   360.600,    5.73,          -99.00,
   360.700,    5.72,          -99.00,
   360.801,    5.70,          -99.00,
   360.905,    5.69,          -99.00,
   361.000,    5.67,          -99.00,
   361.100,    5.66,          -99.00,
   361.200,    5.64,          -99.00,
   361.302,    5.62,          -99.00,
   361.400,    5.61,          -99.00,
   361.504,    5.59,          -99.00,
   361.600,    5.57,          -99.00,
   361.700,    5.56,          -99.00,
   361.802,    5.54,          -99.00,
   361.904,    5.53,          -99.00,
   362.000,    5.51,          -99.00,
   362.100,    5.50,          -99.00,
   362.200,    5.48,          -99.00,
   362.301,    5.47,          -99.00,
   362.405,    5.45,          -99.00,
   362.505,    5.44,          -99.00,
   362.600,    5.43,          -99.00,
   362.700,    5.42,          -99.00,
   362.802,    5.41,          -99.00,
   362.900,    5.40,          -99.00,
   363.005,    5.39,          -99.00,
   363.100,    5.38,          -99.00,
   363.200,    5.36,          -99.00,
   363.302,    5.35,          -99.00,
   363.406,    5.34,          -99.00,
   363.506,    5.34,          -99.00,
   363.600,    5.34,          -99.00,
   363.700,    5.34,          -99.00,
   363.802,    5.33,          -99.00,
   363.900,    5.31,          -99.00,
   364.007,    5.30,          -99.00,
   364.100,    5.29,          -99.00,
   364.200,    5.28,          -99.00,
   364.302,    5.27,          -99.00,
   364.406,    5.26,          -99.00,
   364.506,    5.25,          -99.00,
   364.600,    5.24,          -99.00,
   364.700,    5.23,          -99.00,
   364.802,    5.22,          -99.00,
   364.901,    5.21,          -99.00,
   365.000,    5.20,          -99.00,
