$STR WITHDRAWAL AT SEG11                                     ELEV OF WITHDRAWAL CENTERLINE:470.     

JDAY,     TDS,    Gen1,    ISS1,    ISS2,
    35.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.708,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.801,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.301,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.703,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.801,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    36.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.207,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.301,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.703,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.801,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    37.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.203,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.704,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    38.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.207,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    39.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    40.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    40.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
